rsi,trend_signal,volatility,momentum_24h,qqq_mom,target
49.71004171329735,0.010653533077946704,0.0040936199165358695,0.0035068060050924554,0.005597135673386822,0
59.47656725502131,0.00936109978803302,0.004099549714286938,0.003021382476482426,0.005597135673386822,0
56.85097611252573,0.008078145664539136,0.004093832116145851,0.00019492397964793184,0.005597135673386822,0
68.76140279748631,0.009763737750131498,0.0037291318391722383,-0.006015466217220933,0.005597135673386822,2
64.49308755760366,0.01071859196788058,0.003669533808956345,-0.0007388941963218931,0.005597135673386822,2
49.417691703742385,0.00242460052745716,0.003912321314072889,-0.00438916423518132,0.005597135673386822,0
43.75818419903983,0.0032091450654334417,0.003915307443310301,-0.0017285284744422702,0.005597135673386822,0
44.21272910953961,0.005072399385217207,0.003927844719066652,0.0023304182223669034,0.005597135673386822,0
43.53417649566581,-0.0005837730383653405,0.003999442218884103,-0.006320121258430733,0.0011456836303276319,0
42.04927595909697,-0.0034007881217020426,0.003939340547814922,-0.012093763997412021,0.0012621740593308228,0
43.2297969611402,-0.001158214185905369,0.0039828477169580575,-0.008213102090653068,-0.004241282815056313,0
46.01419601419591,-0.0006359584793476608,0.0034988759397949773,0.0018788718720053055,-0.006875844089776484,0
53.83610839046686,0.002843625479771278,0.003575461362416183,0.004661108514626644,-0.003764378750099162,0
43.41181871843638,-0.0014347992241361962,0.0034183681711199235,0.0070572468898553176,-0.0007048639700726334,0
43.37839611497591,0.00044912415776702917,0.0032219018329001136,0.0032597686242872292,0.001197768389493259,0
45.88023712782243,0.0007608123134545462,0.00319684899437881,0.001833343783309349,0.001197768389493259,0
47.60440161301353,0.0005843731497292675,0.003008143243524218,-0.003128843999430919,0.001197768389493259,0
42.62408405917325,-0.0012143201136910796,0.002985655117846564,-0.006735490682363676,0.001197768389493259,0
41.66432386842866,-0.0002720137056447682,0.0028481361111698986,-0.001183221765276743,0.001197768389493259,0
60.56808688387637,0.0048703398521415045,0.003025983933674033,0.005041107691383218,0.001197768389493259,0
55.59203163470866,0.0028198723013775763,0.0030362067946190906,0.0013549051566390524,0.001197768389493259,0
55.05210693248761,0.004554181868715472,0.0030437691783437495,0.004615839036381075,0.001197768389493259,1
62.82857881582357,0.0032492811697994025,0.0030168308775963175,0.00566656800132459,0.001197768389493259,1
